pl_hostname|pl_letter|pl_orbper|pl_tranmid|pl_trandur|st_teff|st_rad|st_mass|st_j|ra|dec|pl_rade|pl_radeerr1|pl_radeerr2|pl_ratdor|pl_rvamp|pl_masse|pl_masseerr1|pl_masseerr2|pl_ratror|pl_imppar|st_dist|st_disterr1|st_disterr2|pl_tranflag
HAT-P-35|b|3.64670600|2455578.660810|0.1640000|6096.00|1.44|1.24|11.358|123.250764|4.787023|14.930|1.098|-1.098|7.450000|120.700|334.97900|10.48800|-10.48800|0.09540|0.3570|535.00|32.00|-32.00|1
HAT-P-4|b|3.05653600|||5860.00|1.60|1.26|10.100|229.991354|36.229664|14.280|0.549|-0.673|6.040000|81.100|213.25500|10.48800|-13.98400|0.08200|0.0100|314.00|24.00|-24.00|1
HATS-1|b|3.44645900|2455241.287220|0.1007000|5870.00|1.04|0.99|10.924|175.525336|-23.354836|14.594|1.816|-1.098|9.200000|254.100|589.55000|83.26800|-62.29200|0.12880|0.6330|303.00|38.00|-23.00|1
HATS-4|b|2.51672900|2455808.340950|0.1053000|5403.00|0.93|1.00|12.032|94.112075|-22.546885|11.433|0.415|-0.415|8.430000|197.500|420.47100|8.89900|-8.89900|0.11320|0.2170|420.00|12.00|-12.00|1
HD 10180|c|5.75969000|||5911.00|1.11|1.06|6.246|24.473234|-60.511528|||||4.545||||||39.02|1.10|-1.10|0
HD 10180|g|604.67000000|||5911.00|1.11|1.06|6.246|24.473234|-60.511528|||||1.754||||||39.02|1.10|-1.10|0
HD 102365|b|122.10000000||||||3.931|176.629471|-40.500355|||||2.300||||||9.24|0.06|-0.06|0
HD 103774|b|5.88810000|||6489.00||1.33|6.269|179.231628|-12.107909|||||34.300||||||53.08|2.27|-2.48|0
HD 106252|b|1531.00000000||||||6.302|183.372955|10.041638|||||138.800||||||37.44|1.23|-1.32|0
HD 10647|b|989.20000000|||6218.00|1.10|1.11|4.791|25.622149|-53.740833|||||18.100||||||17.35|0.19|-0.19|0
HD 107148|b|48.05600000||||||6.858|184.806213|-3.319789|||||10.900||||||51.26|2.50|-2.77|0
HD 108863|b|443.40000000||||||6.022|187.582962|21.948244|||||45.200||||||138.50|18.02|-24.36|0
HD 109271|b|7.85430000|||5783.00||1.05|6.855|188.398148|-11.621868|||||5.600||||||56.92|2.89|-3.22|0
HD 110014|b|835.47700000||||||2.674|189.811523|-7.995564|||||158.200||||||97.66|7.73|-9.18|0
HD 113337|b|324.00000000|||6576.60|1.50|1.40|5.187|195.445526|63.610226|||||75.600||||||37.42|0.73|-0.76|0
HD 114613|b|3827.00000000|||5729.00||1.36|3.692|198.013275|-37.803020|||||5.520||||||20.48|0.33|-0.34|0
HD 114783|b|493.70000000||||||6.025|198.182434|-2.265040|||||31.900||||||20.43|0.43|-0.45|0
HD 117618|b|25.82700000||||||6.098|203.106476|-47.271362|||||||||||38.02|1.30|-1.39|0
HD 11964|b|1945.00000000||||||5.023|29.290026|-10.242428|||||||||||33.98|1.02|-1.08|0
HD 125595|b|9.67370000||||||7.097|215.346603|-40.393948|||||4.790||||||27.45|0.88|-0.94|0
HD 125612|d|3008.00000000|||5900.00||1.09|7.179|215.222977|-17.481522|||||||||||52.83|3.64|-4.22|0
HD 12661|b|262.70900000||||||6.182|31.142866|25.414305|||||||||||37.16|1.11|-1.18|0
HD 134987|c|5000.00000000||||||5.268|228.369446|-25.309347|||||||||||25.65|0.63|-0.66|0
HD 13908|b|19.38200000|||6255.00|1.67|1.29|6.497|34.560665|65.594360|||||55.300||||||66.89|3.60|-4.03|0
HD 139357|b|1125.70000000|||4700.00|11.47|1.35|4.180|233.817490|53.922142|||||||||||121.36|7.46|-8.51|0
HD 14067|b|1455.00000000|||4815.00|12.40|2.40|4.718|34.293499|23.767832|||||92.200||||||163.40|12.30|-12.30|0
HD 142415|b|386.30000000|||6045.00||1.03|6.235|239.419968|-60.200256|||||||||||34.57|0.98|-1.03|0
HD 145934|b|2730.00000000||||5.38|1.75|6.758|243.291140|13.239476|||||22.900|||||||||0
HD 1461|b|5.77152000|||5765.00||1.02|5.329|4.674448|-8.053001|||||2.280||||||23.44|0.46|-0.48|0
HD 147018|c|1008.00000000||||||6.963|245.750610|-61.688763|||||||||||42.68|1.66|-1.80|0
HD 148427|b|331.50000000||||||5.299|247.117294|-13.399640|||||||||||59.28|3.19|-3.58|0
HD 152079|b|2097.00000000||||||7.984|253.373901|-46.332958|||||||||||85.18|9.19|-11.72|0
HD 154345|b|3342.00000000||||||5.411|255.651688|47.081882|||||||||||18.06|0.18|-0.18|0
HD 154857|c|3452.00000000|||5605.00|1.76|1.72|5.938|257.815521|-56.680798|||||24.200||||||68.54|4.02|-4.56|0
HD 156279|b|131.05000000||||||6.677|258.096680|63.352093|||||||||||35.37|0.76|-0.79|0
HD 158038|b|521.00000000||||||5.758|261.439301|27.303341|||||33.900||||||114.15|10.20|-12.43|0
HD 159868|b|1178.40000000||||||5.941|264.748016|-43.145515|||||38.300||||||52.72|2.82|-3.15|0
HD 1605|c|2111.00000000|||4757.00|3.80|1.31|5.850|5.131330|30.974804|||||46.500||||||84.60|6.11|-7.14|0
HD 160691|c|4205.80000000|||5807.00||1.08|4.158|266.036255|-51.834053|||||21.790||||||15.28|0.18|-0.19|0
HD 163607|b|75.29000000|||5543.00|1.63|1.09|6.648|268.418732|56.391956|||||51.100||||||69.44|2.95|-3.23|0
HD 16417|b|17.24000000||||||4.596|39.244198|-34.577976|||||||||||25.54|0.41|-0.42|0
HD 164604|b|606.40000000||||||7.784|270.778900|-28.560644|||||||||||37.98|2.48|-2.85|0
HD 167042|b|420.77000000|||4943.00|4.50|1.50|3.933|272.631836|54.286552|||||32.160||||||50.00|1.24|-1.31|0
HD 169830|b|225.62000000|||6299.00||1.40|4.974|276.956177|-29.816866|||||80.700||||||36.32|1.16|-1.24|0
HD 17092|b|359.90000000|||4650.00||2.30|5.530|41.592117|49.653076|||||82.400|||||||||0
HD 171028|b|550.00000000|||5663.00|1.95|0.99|6.990|278.064527|6.945743|||||60.600||||||90.00|||0
HD 175541|b|297.30000000|||5060.00|3.80|1.65|6.387|283.920349|4.265325|||||14.000||||||127.55|16.07|-21.48|0
Kepler-33|e|31.78440000|2454968.871500|0.3708000|5904.00|1.82|1.29|12.871|289.077548|46.005222|4.020|0.380|-0.380|24.900000|||||0.02011|0.4700||||1
Kepler-33|f|41.02902000|2455005.576300|0.4113000|5904.00|1.82|1.29|12.871|289.077548|46.005222|4.460|0.410|-0.410|29.500000|||||0.02227|0.4300||||1
Kepler-34|b|288.82200000|2454969.200000||5913.00|1.16|1.05|13.605|296.435821|44.641560|8.564|0.135|-0.157|||69.92000|3.49600|-3.17800|||1499.00|33.00|-33.00|1
Kepler-35|b|131.45800000|2454965.850000||5606.00|1.03|0.89|14.425|294.496978|46.689762|8.160|0.157|-0.157|||40.36300|6.35600|-6.35600|||1645.00|43.00|-43.00|1
Kepler-36|b|13.83989000|2454960.975300|0.2825000|5911.00|1.63|1.07|11.124|291.250191|49.231827|1.486|0.035|-0.035|||4.45000|0.33000|-0.27000|0.00838||470.00|||1
Kepler-36|c|16.23855000|2454955.913200|0.3101000|5911.00|1.63|1.07|11.124|291.250191|49.231827|3.679|0.054|-0.054|||8.08000|0.60000|-0.46000|0.02076||470.00|||1
Kepler-37|b|13.36730800|2455017.032710||5417.00|0.77|0.80|8.356|284.059660|44.518131|0.303|0.053|-0.073||||||0.00360|0.7100|66.00|||1
Kepler-37|c|21.30188600|2455024.838160||5417.00|0.77|0.80|8.356|284.059660|44.518131|0.742|0.065|-0.083||||||0.00877|0.6600|66.00|||1
Kepler-37|d|39.79218700|2455008.249790||5417.00|0.77|0.80|8.356|284.059660|44.518131|1.990|0.110|-0.140|||||||0.7150|66.00|||1
Kepler-38|b|105.59900000|2454932.104000||5623.00|1.75|0.94|12.730|286.830353|42.279205|4.300|0.110|-0.110|||122.00000|||0.02254||600.00|||1
Kepler-39|b|21.08721000|2455942.607080|0.2483000|6350.00|1.40|1.29|13.236|296.960265|46.034298|13.900|1.010|-1.120|24.920000|1257.000|6388.10000|413.20000|-381.40000|0.09100|0.3600|1200.00|250.00|-250.00|1
Kepler-41|b|1.85555770|2454970.181040||5620.00|1.02|1.12|13.262|294.513229|45.981644|11.657|0.392|-0.392|5.053000|85.000|177.98480|31.33804|-29.55819|0.10253|0.6846|770.00|100.00|-100.00|1
Kepler-42|b|1.21376720|2455003.483290||3068.00|0.17|0.13|12.177|292.219033|44.619160|0.780|0.220|-0.220||||||0.04190|0.7110|38.70|6.30|-6.30|1
Kepler-42|c|0.45328509|2454966.869520||3068.00|0.17|0.13|12.177|292.219033|44.619160|0.730|0.200|-0.200||||||0.03950|0.5200|38.70|6.30|-6.30|1
Kepler-42|d|1.86516900|2454966.784700||3068.00|0.17|0.13|12.177|292.219033|44.619160|0.570|0.180|-0.180||||||0.03070|0.6810|38.70|6.30|-6.30|1
Kepler-44|b|3.24672930|2455187.156400|0.1302000|5800.00|1.35|1.12|13.340|300.102352|45.762142|12.220|0.780|-0.780|7.070000|125.000|317.82000|31.78000|-31.78000|0.08280|0.6200|2250.00|300.00|-300.00|1
Kepler-45|b|2.45523900|||3820.00|0.55|0.59|13.749|292.872900|41.064261|10.760|1.230|-1.230|10.600000|110.000|160.49700|28.60400|-28.60400|0.17900|0.6000|333.00|33.00|-33.00|1
Kepler-46|b|33.60134000|2455053.282600||5309.00|0.79|0.90|13.814|289.268744|42.604176|9.057|0.471|-0.482|45.100000||1907.00000|||0.08870|0.7570|855.00|68.00|-65.00|1
Kepler-46|d|6.76658900|2454971.058910|0.1082000|5309.00|0.79|0.90|13.814|289.268744|42.604176|1.640|0.920|-0.920|||||||0.2400|855.00|68.00|-65.00|1
Kepler-47|b|49.53200000|2454968.647000||5636.00|0.96|1.05|13.970|295.297916|46.920467|3.030|0.120|-0.120|||636.00000|||0.02890||1500.00|||1
Kepler-47|c|303.13700000|2455246.997000||5636.00|0.96|1.05|13.970|295.297916|46.920467|4.620|0.200|-0.200|||8899.00000|||0.04400||1500.00|||1
Kepler-48|c|9.67392830|2454958.339810|0.1459000|5194.00|0.89|0.88|11.702|299.139212|40.949020|3.140|||||3689.85000|||0.03243|||||1
Kepler-48|d|42.89610000|2454979.065540||5194.00|0.89|0.88|11.702|299.139212|40.949020|2.040|0.110|-0.110||1.570|7.93000|4.60000|-4.60000|0.02102|0.2000||||1
Kepler-48|e|982.00000000|||5194.00|0.89|0.88|11.702|299.139212|40.949020|||||45.830|657.00000|25.00000|-25.00000||||||0
Kepler-49|b|7.20379450|2455003.287530|0.1240000|4252.00|0.56|0.55|13.184|292.294579|40.591801|2.720|||||311.46000|||0.04723|||||1
Kepler-49|d|2.57654900|2455005.129320|0.0665000|4252.00|0.56|0.55|13.184|292.294579|40.591801|1.600|0.070|-0.070|||||||0.0600||||1
Kepler-49|e|18.59610800|2454974.264150|0.0902000|4252.00|0.56|0.55|13.184|292.294579|40.591801|1.560|0.080|-0.080|||||||0.2700||||1
Kepler-127|b|14.43588900|2454974.511400|0.1431000|6106.00|1.36||10.536|285.189985|46.027962|1.400|0.050|-0.050|||||||0.4900||||1
Kepler-128|c|22.80400000|||6090.00|1.66|1.18|10.373|282.492224|43.980213|1.130|0.030|-0.030|||33.30000|3.30000|-3.30000||||||1
Kepler-130|c|27.50868000|2455015.103900|0.2542000|5884.00|1.13|1.00|10.810|288.450665|40.245305|2.900|0.250|-0.250|32.600000|||||0.02300|0.3800||||1
Kepler-131|c|25.51690000|2454987.423420||5685.00|1.03|1.02|10.418|288.530825|40.942304|0.840|0.070|-0.070||3.580|8.25000|5.90000|-5.90000|0.00739|0.2700||||1
Kepler-132|c|6.41491400|2455002.639080|0.1375000|6003.00|1.18||10.797|283.235810|41.343037|1.280|0.250|-0.250|||||||0.0800||||1
Kepler-134|c|10.10578500|2454968.507160|0.0858000|5983.00|1.18||11.260|284.739001|49.598396|1.260|0.250|-0.250|||||||0.1400||||1
Kepler-136|c|16.39923500|2454964.968510|0.1459000|6165.00|1.35|1.20|10.804|296.467314|42.598771|1.990|0.370|-0.370|||||||0.1000||||1
Kepler-138|c|13.78130000|2455686.128900||3841.00|0.44|0.52|10.293|290.381547|43.292973|1.197|0.070|-0.070|||1.97000|1.91200|-1.12000|0.02470|||||1
Kepler-14|b|6.79012300|2454971.087370|0.2591000|6395.00|2.05|1.51|11.202|287.708814|47.333050|12.733|0.818|-0.605|8.213000|682.900|2669.66000|111.24000|-108.06000|0.05690|0.0000|980.00|||1
Kepler-140|b|3.25427000|2455005.661510|0.1241000|6077.00|1.29||11.989|287.369468|46.768213|1.610|0.310|-0.310|||||||0.0500||||1
Kepler-142|b|2.02415200|2455003.494680|0.1037000|5790.00|1.27|0.99|12.092|295.118899|48.481281|1.990|0.390|-0.390|||||||0.4900||||1
Kepler-150|c|7.38199800|2455006.071230|0.1302000|5560.00|0.94||13.817|288.234084|40.520905|3.690|0.590|-0.590|||||||0.5300||||1
Kepler-151|c|24.67461200|2454979.770730|0.1256000|5460.00|0.83|0.83|13.383|292.162778|41.023235|2.090|1.040|-1.040|||||||0.0600||||1
Kepler-154|b|33.04053200|2454994.220870|0.1398000|5690.00|1.00|0.89|13.389|289.780522|49.896530|2.260|0.440|-0.440|||||||0.3700||||1
Kepler-156|b|4.97345600|2455003.885290|0.0658000|5094.00|0.81||12.735|290.296515|37.749490|2.300|0.170|-0.170|||||||0.6900||||1
Kepler-158|b|16.70918400|2455007.755610|0.1152000|4623.00|0.62||12.722|284.032244|39.781348|2.120|0.360|-0.360|||||||0.8600||||1
Kepler-160|c|13.69908700|2455004.487470|0.2003000|5857.00|0.88||13.460|287.773581|42.869286|3.610|1.770|-1.770|||||||0.8800||||1
Kepler-162|c|19.44635500|2455003.101940|0.1470000|5816.00|0.96||13.041|297.278910|43.724018|3.030|1.630|-1.630|||||||0.5400||||1
Kepler-164|c|10.94572300|2455009.720460|0.1252000|5888.00|1.15|1.11|13.254|287.780828|47.629913|2.730|0.520|-0.520|||||||0.5100||||1
Kepler-166|b|7.65025400|2455004.971490|0.1145000|5413.00|0.74||13.346|293.160171|48.881191|2.270|1.170|-1.170|||||||0.0900||||1
Kepler-168|c|13.19324200|2455008.609340|0.2057000|6282.00|1.11||13.490|294.710165|39.825104|2.690|1.210|-1.210|||||||0.0200||||1
Kepler-169|e|13.76710200|2455007.810640|0.1213000|4997.00|0.76|0.86|12.729|285.999891|40.919329|2.200|0.290|-0.290|||||||0.7900||||1
Kepler-171|b|4.16697200|2455002.714150|0.1142000|5642.00|0.84||13.586|296.771914|41.755537|2.340|1.050|-1.050|||||||0.0500||||1
Kepler-172|d|14.62711900|2454969.236720|0.1475000|5526.00|1.08|0.86|13.170|283.368413|41.821857|2.250|0.400|-0.400|||||||0.0500||||1
Kepler-174|b|13.98179000|2455014.973510|0.1224000|4880.00|0.62||12.791|287.439194|43.832092|1.960|0.110|-0.110|||||||0.2200||||1
Kepler-175|c|34.03525700|2454967.422900|0.2940000|6064.00|1.01|1.04|13.773|289.553283|43.876183|3.100|1.560|-1.560|||||||0.8500||||1
Kepler-177|b|36.85500000|||5942.00|1.07|1.07|13.858|286.047132|45.053207|2.900|1.520|-0.300|||2.00000|0.50000|-0.30000||||||1
Kepler-338|b|13.72697600|2454971.748330|0.3037000|5923.00|1.74|1.10|11.098|282.978956|40.784347|2.440|0.130|-0.130|||||||0.1400||||1
Kepler-338|c|24.31085600|2454970.041470|0.3675000|5923.00|1.74|1.10|11.098|282.978956|40.784347|2.340|0.120|-0.120|||||||0.0300||||1
Kepler-338|d|44.43101400|2454976.541980|0.4427000|5923.00|1.74|1.10|11.098|282.978956|40.784347|3.000|0.280|-0.280|||||||0.7900||||1
Kepler-338|e|9.34100000|||5923.00|1.74|1.10|11.098|282.978956|40.784347|1.560|0.070|-0.070|||8.50000|7.20000|-6.30000||||||1
Kepler-339|b|4.97765600|2454967.671510|0.1064000|5631.00|0.80|0.84|13.280|293.351712|48.444641|1.420|0.660|-0.660|||||||0.6000||||1
Kepler-339|c|6.98805500|2454965.561100|0.1313000|5631.00|0.80|0.84|13.280|293.351712|48.444641|1.150|0.520|-0.520|||||||0.4600||||1
Kepler-339|d|10.55834500|2454969.346630|0.1421000|5631.00|0.80|0.84|13.280|293.351712|48.444641|1.170|0.530|-0.530|||||||0.2500||||1
Kepler-340|b|14.84438700|2454976.582890|0.2344000|6620.00|1.85|2.11|11.725|295.933477|40.300570|2.530|0.600|-0.600|||||||0.3100||||1
Kepler-340|c|22.82466900|2454977.466160|0.2756000|6620.00|1.85|2.11|11.725|295.933477|40.300570|3.370|0.770|-0.770|||||||0.1200||||1
Kepler-341|b|5.19552800|2454965.735200|0.1590000|6012.00|1.02|0.94|13.416|289.861576|43.472775|1.180|0.620|-0.620|||||||0.1500||||1
Kepler-341|c|8.01041000|2454968.315340|0.1757000|6012.00|1.02|0.94|13.416|289.861576|43.472775|1.700|0.860|-0.860|||||||0.2100||||1
Kepler-341|d|27.66631300|2454976.868290|0.2520000|6012.00|1.02|0.94|13.416|289.861576|43.472775|1.850|0.940|-0.940|||||||0.2700||||1
Kepler-342|b|15.17031800|2454965.662830|0.1673000|6175.00|1.47|1.13|12.220|292.678083|46.726715|2.250|0.400|-0.400|||||||0.0100||||1
Kepler-342|c|26.23413800|2454974.998660|0.1015000|6175.00|1.47|1.13|12.220|292.678083|46.726715|1.960|0.350|-0.350|||||||0.1200||||1
Kepler-342|d|39.45935700|2454969.461520|0.3402000|6175.00|1.47|1.13|12.220|292.678083|46.726715|2.490|0.480|-0.480|||||||0.7500||||1
Kepler-343|b|8.96855000|2454972.389910|0.1803000|5807.00|1.43|1.04|13.039|291.960684|42.433006|2.410|0.510|-0.510|||||||0.7300||||1
Kepler-344|b|21.96394500|2454966.036480|0.1115000|5774.00|0.98|0.90|14.082|292.499645|46.324406|2.610|1.220|-1.220|||||||0.2900||||1
Kepler-344|c|125.59680900|2455048.441670|0.3139000|5774.00|0.98|0.90|14.082|292.499645|46.324406|2.950|1.380|-1.380|||||||0.0300||||1
Kepler-345|b|7.41556300|2454970.815080|0.0821000|4504.00|0.62|0.59|12.309|295.228802|45.971020|0.740|0.060|-0.060|||||||0.1500||||1
Kepler-346|b|6.51112700|2454964.705700|0.0629000|6033.00|1.02|0.97|13.968|288.011911|46.117607|2.660|1.240|-1.240|||||||0.3200||||1
Kepler-346|c|23.85154900|2454980.616560|0.0994000|6033.00|1.02|0.97|13.968|288.011911|46.117607|3.070|1.460|-1.460|||||||0.6300||||1
Kepler-347|b|12.79836000|2454966.648160|0.2602000|6088.00|1.00|1.04|13.391|289.199596|49.305717|1.970|0.940|-0.940|||||||0.7100||||1
Kepler-348|b|7.05677000|2454965.531780|0.0795000|6177.00|1.36|1.15|11.708|297.255050|40.548373|1.520|0.290|-0.290|||||||0.0500||||1
Kepler-348|c|17.26542700|2454968.356580|0.2161000|6177.00|1.36|1.15|11.708|297.255050|40.548373|1.330|0.250|-0.250|||||||0.6200||||1
Kepler-349|b|5.92977800|2454968.491180|0.0985000|5956.00|0.93|0.97|13.584|293.676480|44.615578|1.900|0.720|-0.720|||||||0.4800||||1
Kepler-350|b|11.18956200|2454973.631080|0.2133000|6186.00|1.53|1.00|12.718|285.419606|39.706107|1.850|0.380|-0.380|||||||0.3800||||1
Kepler-350|c|17.84900000|||6186.00|1.53|1.00|12.718|285.419606|39.706107|3.100|1.420|-0.600|||6.10000|3.30000|-3.20000||||||1
Kepler-201|b|25.67208300|2455025.097050|0.2345000|6065.00|1.23|1.17|12.037|293.626040|41.272827|2.460|0.480|-0.480|||||||0.3800||||1
Kepler-201|c|151.88405800|2455009.418160|0.5412000|6065.00|1.23|1.17|12.037|293.626040|41.272827|2.850|0.600|-0.600|||||||0.9200||||1
Kepler-202|c|16.28249300|2455013.796230|0.1189000|4668.00|0.67||12.255|282.973419|41.322006|1.850|0.100|-0.100|||||||0.3100||||1
Kepler-203|b|3.16269700|2455002.641580|0.0792000|5821.00|1.11|0.98|12.859|297.089977|41.388039|2.570|0.520|-0.520|||||||0.5200||||1
Kepler-203|c|5.37064700|2455005.236970|0.0839000|5821.00|1.11|0.98|12.859|297.089977|41.388039|2.470|0.470|-0.470|||||||0.1000||||1
Kepler-203|d|11.32972000|2454966.968820|0.1663000|5821.00|1.11|0.98|12.859|297.089977|41.388039|1.440|0.280|-0.280|||||||0.3400||||1
Kepler-204|c|25.66059300|2454988.151650|0.1826000|5812.00|1.24|0.96|12.846|285.347187|41.761925|1.790|0.390|-0.390|||||||0.6200||||1
Kepler-205|b|2.75564000|2455003.844540|0.0812000|4321.00|0.55||11.608|285.287111|41.861172|1.510|0.140|-0.140|||||||0.8700||||1
Kepler-205|c|20.30654600|2455005.656200|0.1197000|4321.00|0.55||11.608|285.287111|41.861172|1.640|0.120|-0.120|||||||0.8100||||1
Kepler-206|c|13.13747100|2455003.227810|0.1987000|5764.00|1.19|0.94|12.330|291.634678|41.833866|1.770|0.340|-0.340|||||||0.3500||||1
Kepler-206|d|23.44281000|2454985.010490|0.2245000|5764.00|1.19|0.94|12.330|291.634678|41.833866|1.190|0.240|-0.240|||||||0.1000||||1
Kepler-207|b|1.61186500|2454966.570410|0.1250000|5920.00|1.59||12.100|290.030517|42.166050|1.570|0.300|-0.300|||||||0.3800||||1
Kepler-207|d|5.86807500|2455003.322430|0.1654000|5920.00|1.59||12.100|290.030517|42.166050|3.310|0.630|-0.630|||||||0.2700||||1
Kepler-208|b|4.22864000|2455003.741970|0.1378000|6092.00|1.31|1.03|12.547|293.890206|42.528008|1.630|0.300|-0.300|||||||0.1600||||1
Kepler-208|c|7.46662300|2454965.773830|0.1618000|6092.00|1.31|1.03|12.547|293.890206|42.528008|1.390|0.260|-0.260|||||||0.2700||||1
Kepler-208|e|16.25945800|2454945.014250|0.1683000|6092.00|1.31|1.03|12.547|293.890206|42.528008|1.480|0.280|-0.280|||||||0.2100||||1
Kepler-209|b|16.08784500|2455005.813390|0.1199000|5513.00|0.94||12.797|291.169537|42.640812|2.260|0.340|-0.340|||||||0.0800||||1
Kepler-209|c|41.74988200|2454986.839860|0.2346000|5513.00|0.94||12.797|291.169537|42.640812|3.100|0.510|-0.510|||||||0.5800||||1
Kepler-210|b|2.45323400|2455003.891530|0.0728000|4559.00|0.65||11.992|292.503389|43.083149|2.940|0.210|-0.210|||||||0.7300||||1
Kepler-211|b|4.13857500|2454965.016320|0.0928000|5123.00|0.82|0.97|11.927|285.439151|43.168484|1.260|0.090|-0.090|||||||0.0200||||1
Kepler-211|c|6.04045000|2455005.594350|0.0855000|5123.00|0.82|0.97|11.927|285.439151|43.168484|1.290|0.090|-0.090|||||||0.0400||||1
Kepler-212|b|16.25758200|2454972.647740|0.2748000|5852.00|1.46|1.16|11.931|287.620834|43.141678|1.090|0.210|-0.210|||||||0.1900||||1
Kepler-213|b|2.46236000|2455004.839860|0.0737000|5696.00|1.20|0.94|12.477|290.824182|44.647186|1.620|0.310|-0.310|||||||0.2200||||1
Kepler-213|c|4.82296200|2454967.436490|0.0345000|5696.00|1.20|0.94|12.477|290.824182|44.647186|2.340|0.450|-0.450|||||||0.7500||||1
HAT-P-36|b|1.32734700|2455565.181440|0.0923000|5560.00|1.10|1.02|11.046|188.266255|44.915352|14.168|0.796|-0.796|4.660000||582.24000|31.46400|-31.46400|0.11860|0.3120|317.00|17.00|-17.00|1
HAT-P-37|b|2.79743600|2455642.143180|0.0971000|5500.00|0.88|0.93|12.092|284.296064|51.269138|13.204|0.863|-0.863|9.320000|177.700|371.52800|32.73500|-32.73500|0.13780|0.5050|411.00|26.00|-26.00|1
HAT-P-38|b|4.64038200|2455863.119570|0.1267000|5330.00|0.92|0.89|10.989|35.383234|32.246151|9.247|1.031|-0.706|12.170000|35.400|84.85700|6.35600|-6.35600|0.09180|0.3720|249.00|26.00|-19.00|1
Kepler-50|b|7.81254000|2454974.376000|0.1583000|6058.00|1.88|1.23|9.518|288.100873|50.033718|1.710|0.050|-0.100|10.526300||||||0.7400||||1
Kepler-51|b|45.15400000|2455714.597700||6018.00|0.94|1.04|13.562|296.479776|49.937683|7.100|0.300|-0.300|61.500000||2.10000|1.50000|-0.80000|0.07414|0.2510||||1
Kepler-51|c|85.31200000|2455725.509000||6018.00|0.94|1.04|13.562|296.479776|49.937683|9.000|2.800|-1.700|94.100000||4.00000|0.40000|-0.40000|0.09400|1.0170||||1
Kepler-51|d|130.19400000|2455695.932300||6018.00|0.94|1.04|13.562|296.479776|49.937683|9.700|0.500|-0.500|124.700000||7.60000|1.10000|-1.10000|0.10141|0.2500||||1
Kepler-52|c|16.38500210|2455005.725490|0.1302000|4263.00|0.56|0.54|13.153|286.738033|49.975750|1.840|||||3308.41000|||0.03225|||||1
Kepler-52|d|36.44517100|2454984.601150|0.1730000|4263.00|0.56|0.54|13.153|286.738033|49.975750|1.950|0.210|-0.210|||||||0.7600||||1
Kepler-53|b|18.64895250|2455007.776080|0.1867000|5858.00|0.89|0.98|14.252|290.461775|40.562462|2.890|||||5851.00000|||0.02987|||||1
Kepler-53|d|9.75196200|2454971.785200|0.1746000|5858.00|0.89|0.98|14.252|290.461775|40.562462|2.120|1.050|-1.050|||||||0.8100||||1
Kepler-54|b|8.01094340|2455003.205730|0.1422000|4252.00|0.55|0.51|13.508|294.773939|43.056295|2.100|||||292.39000|||0.03842|||||1
Kepler-54|c|12.07172490|2454976.448420|0.2072000|4252.00|0.55|0.51|13.508|294.773939|43.056295|1.230|||||117.59000|||0.02254|||||1
Kepler-54|d|20.99569400|2454985.319950|0.1124000|4252.00|0.55|0.51|13.508|294.773939|43.056295|1.530|0.080|-0.080|||||||0.2300||||1
Kepler-55|c|42.15164180|2454971.992840|0.2109000|4503.00|0.62|0.62|13.970|285.168338|44.026466|2.210|||||352.78000|||0.03490|||||1
Kepler-55|d|2.21109900|2455003.149120|0.0685000|4503.00|0.62|0.62|13.970|285.168338|44.026466|1.590|0.090|-0.090|||||||0.0200||||1
Kepler-55|e|4.61753400|2454968.042540|0.0888000|4503.00|0.62|0.62|13.970|285.168338|44.026466|1.550|0.230|-0.230|||||||0.7200||||1
Kepler-56|b|10.50160000|2454978.255600||4840.00|4.23|1.32|10.813|293.758347|41.871869|6.510|0.290|-0.280|||22.10000|3.90000|-3.60000||||||1
Kepler-56|c|21.40239000|2454978.656000||4840.00|4.23|1.32|10.813|293.758347|41.871869|9.800|0.460|-0.460|||181.00000|21.00000|-19.00000||||||1
